complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
15-0318,29431611,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0318,92456399,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0320,89878389,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0320,56829454,asian,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0321,,,,,Harassment,No Sustained Findings,Not Applicable
15-0322,95898897,black,female,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0322,95898897,black,female,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0323,53596040,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0324,45395948,white,female,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0324,30816575,black,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0324,80731584,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0324,40588571,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0324,40588571,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0324,20497667,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0324,34370996,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0325,,,,,Lack of Service,No Sustained Findings,Not Applicable
15-0326,92165090,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0327,53053933,latino,male,2200 22ND DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
15-0327,53053933,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0328,19110299,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0328,64161455,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0328,44849035,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0328,89453527,white,male,9807 SUPP POLICE SERVICE,Physical Abuse,No Sustained Findings,Not Applicable
15-0329,83072358,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0329,83072358,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0329,83072358,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0330,63257486,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0331,71334840,white,male,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0331,15706598,latino,female,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0331,71334840,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0331,22869340,white,female,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0331,66223451,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0331,29277116,black,female,1700 17TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
15-0331,66223451,white,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
15-0331,64762613,black,male,6500 SOUTHWEST DET,Departmental Violation,Sustained Finding,Training/Counseling
15-0332,74721032,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0333,14383775,white,male,1900 19TH DISTRICT,Falsification,Sustained Finding,Guilty Finding
15-0333,99920923,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,99920923,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,99920923,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,14383775,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,33391324,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,14383775,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,33391324,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,33391324,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,14383775,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,29947454,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,72273141,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,79045869,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,29947454,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,72273141,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,79045869,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,29947454,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0333,72273141,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0333,79045869,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0333,79045869,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0333,29947454,white,male,1900 19TH DISTRICT,Falsification,Sustained Finding,Guilty Finding
15-0333,29947454,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0334,32724420,white,female,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0335,21464807,black,female,4902 DETENTION ROOM,Unprofessional Conduct,Sustained Finding,No Guilty Findings
15-0335,21464807,black,female,4902 DETENTION ROOM,Verbal Abuse,Sustained Finding,No Guilty Findings
16-0582,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0336,37365800,white,male,0800 08TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0336,37365800,white,male,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0337,48146650,asian,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0338,26038209,black,female,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0339,,,,,Criminal Allegation,No Sustained Findings,Not Applicable
15-0340,32677385,white,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0341,47935678,white,female,7700 AIRPORT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0342,47524892,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0342,47524892,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0343,,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0343,,,,,Departmental Violation,No Sustained Findings,Not Applicable
15-0343,36291543,white,male,7403 NARC FIELD UNIT NOR,Departmental Violation,No Sustained Findings,Not Applicable
15-0344,47446615,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0344,49733316,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0344,,,,,Physical Abuse,No Sustained Findings,Not Applicable
15-0344,,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0345,95949708,black,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0346,20380250,black,female,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0347,27231943,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0347,68026925,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0347,68026925,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0347,68026925,white,male,1900 19TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0348,16449205,black,male,4930 PAB SECURITY UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0348,79246026,white,male,0600 06TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0349,34760324,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0349,34760324,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0349,34760324,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0349,25596010,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0349,63884050,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0349,63884050,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0350,50766031,white,male,6200 CENTRAL DETECTIVES,Departmental Violation,Sustained Finding,Training/Counseling
15-0350,50766031,white,male,6200 CENTRAL DETECTIVES,Physical Abuse,No Sustained Findings,Not Applicable
15-0351,78636972,white,female,5900 EAST DETECTIVES,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0351,78636972,white,female,5900 EAST DETECTIVES,Departmental Violation,Sustained Finding,Training/Counseling
15-0351,78636972,white,female,5900 EAST DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
15-0351,78636972,white,female,5900 EAST DETECTIVES,Verbal Abuse,No Sustained Findings,Not Applicable
15-0351,84824678,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0351,84824678,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0351,21262246,white,male,2600 26TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0351,64952470,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0351,64952470,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0351,,,,,Physical Abuse,No Sustained Findings,Not Applicable
15-0351,21262246,white,male,2600 26TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0351,64952470,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0351,21262246,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0351,84824678,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0352,54117891,black,female,9807 SUPP POLICE SERVICE,Verbal Abuse,No Sustained Findings,Not Applicable
15-0353,10998613,latino,female,4500 CENTER CITY DISTRIC,Departmental Violation,No Sustained Findings,Not Applicable
15-0353,22528764,black,male,4500 CENTER CITY DISTRIC,Physical Abuse,No Sustained Findings,Not Applicable
15-0353,10998613,latino,female,4500 CENTER CITY DISTRIC,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0353,99695016,black,male,4500 CENTER CITY DISTRIC,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0354,13639795,black,female,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0355,31467344,white,male,9807 SUPP POLICE SERVICE,Departmental Violation,No Sustained Findings,Not Applicable
15-0355,31467344,white,male,9807 SUPP POLICE SERVICE,Physical Abuse,No Sustained Findings,Not Applicable
15-0355,31467344,white,male,9807 SUPP POLICE SERVICE,Verbal Abuse,No Sustained Findings,Not Applicable
15-0355,64574987,white,male,9807 SUPP POLICE SERVICE,Verbal Abuse,No Sustained Findings,Not Applicable
15-0355,64574987,white,male,9807 SUPP POLICE SERVICE,Departmental Violation,No Sustained Findings,Not Applicable
15-0355,64574987,white,male,9807 SUPP POLICE SERVICE,Physical Abuse,No Sustained Findings,Not Applicable
15-0356,59284211,latino,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
